no_,genero_de_la_victima,estado_civil_de_la_victima,condicion,fecha_de_muerte_victima,tipo_de_accidente,fecha_siniestro,canton,provincia,fecha_de_creacion_de_proteccion_de_fallecidos,anio,mes_num
6141,MASCULINO,SOLTERO/A,PEATON,2019-08-05,ATROPELLO,2019-08-05,NARANJAL,GUAYAS,2019-09-04,2019,8
6142,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-29,VOLCAMIENTO,2019-07-29,PUEBLOVIEJO,LOS RIOS,2019-09-04,2019,7
6143,FEMENINO,SOLTERO/A,OCUPANTE,2019-07-13,CHOQUE,2019-07-12,GUAYAQUIL,GUAYAS,2019-09-03,2019,7
6145,MASCULINO,SOLTERO/A,PEATON,2019-06-29,ATROPELLO,2019-06-29,AMBATO,TUNGURAHUA,2019-09-03,2019,6
6146,MASCULINO,SOLTERO/A,PEATON,2019-08-18,ATROPELLO,2019-08-18,PUJILI,COTOPAXI,2019-09-03,2019,8
6147,MASCULINO,SOLTERO/A,PEATON,2019-08-20,ATROPELLO,2019-07-18,GUAYAQUIL,GUAYAS,2019-09-03,2019,7
6149,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-03,ATROPELLO,2019-07-03,ESMERALDAS,ESMERALDAS,2019-09-02,2019,7
6150,MASCULINO,CASADO/A,PEATON,2019-08-04,ATROPELLO,2019-08-04,GUAYAQUIL,GUAYAS,2019-09-03,2019,8
6151,MASCULINO,CASADO/A,PEATON,2019-06-14,ATROPELLO,2019-06-06,TENA,NAPO,2019-09-02,2019,6
6152,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-20,DESCONOCIDO,2019-05-20,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-09-02,2019,5
6153,MASCULINO,SOLTERO/A,PEATON,2019-07-18,ATROPELLO,2019-07-18,BABA,LOS RIOS,2019-09-02,2019,7
6154,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-10,CHOQUE,2019-03-10,PUEBLOVIEJO,LOS RIOS,2019-09-02,2019,3
6155,MASCULINO,CASADO/A,OCUPANTE,2019-07-30,CHOQUE,2019-07-30,MACHACHI,PICHINCHA,2019-09-02,2019,7
6156,MASCULINO,CASADO/A,OCUPANTE,2019-08-09,CHOQUE,2019-08-09,PORTOVIEJO,MANABI,2019-09-02,2019,8
6157,MASCULINO,SOLTERO/A,PEATON,2019-08-15,ATROPELLO,2019-08-07,MANTA,MANABI,2019-09-02,2019,8
6158,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-15,CHOQUE,2019-08-15,SALINAS,SANTA ELENA,2019-09-02,2019,8
6159,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-10,CHOQUE,2019-08-10,QUITO,PICHINCHA,2019-09-02,2019,8
6160,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-03,CHOQUE,2019-08-03,GUAYAQUIL,GUAYAS,2019-09-02,2019,8
6162,FEMENINO,SOLTERO/A,OCUPANTE,2019-08-18,CHOQUE,2019-08-17,AZOGUES,CANAR,2019-08-30,2019,8
6163,MASCULINO,CASADO/A,PEATON,2019-08-11,ATROPELLO,2019-08-11,PALLATANGA,CHIMBORAZO,2019-08-30,2019,8
6164,MASCULINO,CASADO/A,OCUPANTE,2019-08-04,VOLCAMIENTO,2019-08-04,EL EMPALME,GUAYAS,2019-08-30,2019,8
6165,MASCULINO,CASADO/A,OCUPANTE,2019-03-22,CHOQUE,2019-03-22,CUENCA,AZUAY,2019-08-30,2019,3
6166,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-18,CHOQUE,2019-08-18,PORTOVIEJO,MANABI,2019-08-30,2019,8
6167,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-10,CHOQUE,2019-08-10,NABON,AZUAY,2019-08-30,2019,8
6168,MASCULINO,SOLTERO/A,PEATON,2019-04-29,ATROPELLO,2019-04-28,GUAYAQUIL,GUAYAS,2019-08-30,2019,4
6169,MASCULINO,CASADO/A,OCUPANTE,2019-08-08,CHOQUE,2019-08-08,GUAYAQUIL,GUAYAS,2019-08-30,2019,8
6170,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-07,CHOQUE,2019-07-07,CHONE,MANABI,2019-08-30,2019,7
6171,MASCULINO,SOLTERO/A,OCUPANTE,2019-02-22,CHOQUE,2019-02-22,EL EMPALME,GUAYAS,2019-08-30,2019,2
6172,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-03,CHOQUE,2019-08-04,YAGUACHI,GUAYAS,2019-08-29,2019,8
6173,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-06,CHOQUE,2019-07-02,DAULE,GUAYAS,2019-08-29,2019,7
6174,MASCULINO,SOLTERO/A,PEATON,2019-06-23,ATROPELLO,2019-06-23,SALCEDO,COTOPAXI,2019-08-29,2019,6
6175,MASCULINO,SOLTERO/A,OCUPANTE,2019-02-03,CHOQUE,2019-02-03,AMBATO,TUNGURAHUA,2019-08-29,2019,2
6176,FEMENINO,SOLTERO/A,PEATON,2019-08-13,ATROPELLO,2019-08-13,PUEBLOVIEJO,LOS RIOS,2019-08-29,2019,8
6178,FEMENINO,SOLTERO/A,BICICLETA,2019-08-04,ATROPELLO,2019-08-03,PORTOVIEJO,MANABI,2019-08-29,2019,8
6179,MASCULINO,CASADO/A,PEATON,2019-08-13,ATROPELLO,2019-08-13,QUITO,PICHINCHA,2019-08-29,2019,8
6180,FEMENINO,SOLTERO/A,OCUPANTE,2019-08-18,CHOQUE,2019-08-18,QUININDE,ESMERALDAS,2019-08-29,2019,8
6181,MASCULINO,CASADO/A,PEATON,2019-08-15,ATROPELLO,2019-08-15,PORTOVIEJO,MANABI,2019-08-29,2019,8
6182,MASCULINO,CASADO/A,OCUPANTE,2019-07-31,CHOQUE,2019-07-31,QUERO,TUNGURAHUA,2019-08-29,2019,7
6183,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-18,CHOQUE,2019-08-17,QUITO,PICHINCHA,2019-08-29,2019,8
6184,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-31,ATROPELLO,2019-05-31,QUITO,PICHINCHA,2019-08-29,2019,5
6185,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-03,CHOQUE,2019-08-03,MACHALA,EL ORO,2019-08-28,2019,8
6186,MASCULINO,SOLTERO/A,PEATON,2019-07-31,ATROPELLO,2019-07-31,GUAYAQUIL,GUAYAS,2019-08-28,2019,7
6187,MASCULINO,SOLTERO/A,PEATON,2019-07-21,ATROPELLO,2019-07-21,NUEVA LOJA,SUCUMBIOS,2019-08-28,2019,7
6188,MASCULINO,CASADO/A,PEATON,2019-07-20,ATROPELLO,2019-07-20,EL TRIUNFO,GUAYAS,2019-08-28,2019,7
6189,MASCULINO,CASADO/A,PEATON,2019-07-28,CHOQUE,2019-07-28,LATACUNGA,COTOPAXI,2019-08-28,2019,7
6190,MASCULINO,SOLTERO/A,OCUPANTE,2019-06-08,CHOQUE,2019-06-08,EL GUABO,EL ORO,2019-08-28,2019,6
6191,MASCULINO,CASADO/A,PEATON,2019-08-18,ATROPELLO,2019-08-18,IBARRA,IMBABURA,2019-08-28,2019,8
6192,MASCULINO,CASADO/A,PEATON,2019-06-24,ATROPELLO,2019-06-24,OTAVALO,IMBABURA,2019-08-28,2019,6
6193,FEMENINO,CASADO/A,OCUPANTE,2019-07-22,CHOQUE,2019-07-22,QUEVEDO,LOS RIOS,2019-08-28,2019,7
6194,MASCULINO,CASADO/A,OCUPANTE,2019-07-22,CHOQUE,2019-07-22,QUEVEDO,LOS RIOS,2019-08-28,2019,7
6195,MASCULINO,CASADO/A,OCUPANTE,2019-07-30,CHOQUE,2019-07-29,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-08-28,2019,7
6196,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-04,ATROPELLO,2019-08-04,PAJAN,MANABI,2019-08-28,2019,8
6197,FEMENINO,DIVORCIADO/A,PEATON,2019-08-04,ATROPELLO,2019-08-04,QUITO,PICHINCHA,2019-08-28,2019,8
6198,MASCULINO,CASADO/A,OCUPANTE,2019-07-20,VOLCAMIENTO,2019-07-20,QUITO,PICHINCHA,2019-08-28,2019,7
6199,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-01,CHOQUE,2019-08-01,QUITO,PICHINCHA,2019-08-27,2019,8
6200,MASCULINO,CASADO/A,PEATON,2019-08-18,ATROPELLO,2019-08-18,NARANJITO,GUAYAS,2019-08-27,2019,8
6201,FEMENINO,DIVORCIADO/A,OCUPANTE,2019-07-30,CHOQUE,2019-07-30,MACHACHI,PICHINCHA,2019-08-27,2019,7
6202,FEMENINO,CASADO/A,PEATON,2019-08-07,ATROPELLO,2019-07-31,LOJA,LOJA,2019-08-27,2019,7
6203,MASCULINO,CASADO/A,PEATON,2019-07-24,ATROPELLO,2019-07-23,QUITO,PICHINCHA,2019-08-27,2019,7
6204,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-03,CHOQUE,2019-08-03,YAGUACHI,GUAYAS,2019-08-27,2019,8
6205,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-12,CHOQUE,2019-08-12,PORTOVIEJO,MANABI,2019-08-27,2019,8
6206,MASCULINO,CASADO/A,PEATON,2019-08-08,ATROPELLO,2019-08-06,ESMERALDAS,ESMERALDAS,2019-08-27,2019,8
6207,MASCULINO,CASADO/A,PEATON,2019-08-05,ATROPELLO,2019-08-04,GUANO,CHIMBORAZO,2019-08-27,2019,8
6208,FEMENINO,VIUDO/A,PEATON,2019-08-15,VOLCAMIENTO,2019-08-15,GUANO,CHIMBORAZO,2019-08-27,2019,8
6209,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-21,VOLCAMIENTO,2019-07-21,MANTA,MANABI,2019-08-27,2019,7
6210,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-12,CHOQUE,2019-07-12,LOJA,LOJA,2019-08-27,2019,7
6211,MASCULINO,SOLTERO/A,PEATON,2019-05-27,ATROPELLO,2019-05-27,GUAYAQUIL,GUAYAS,2019-08-27,2019,5
6212,FEMENINO,CASADO/A,OCUPANTE,2019-05-14,CHOQUE,2019-05-14,QUITO,PICHINCHA,2019-08-26,2019,5
6213,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-02,CHOQUE,2019-08-02,BABA,LOS RIOS,2019-08-26,2019,8
6214,MASCULINO,VIUDO/A,PEATON,2019-04-12,ATROPELLO,2019-04-03,QUITO,PICHINCHA,2019-08-26,2019,4
6215,MASCULINO,DIVORCIADO/A,PEATON,2019-06-01,ATROPELLO,2019-06-01,DAULE,GUAYAS,2019-08-26,2019,6
6216,MASCULINO,CASADO/A,OCUPANTE,2019-06-24,CHOQUE,2019-06-24,DAULE,GUAYAS,2019-08-26,2019,6
6217,MASCULINO,SOLTERO/A,OCUPANTE,2019-06-10,CHOQUE,2019-05-20,DAULE,GUAYAS,2019-08-26,2019,5
6218,MASCULINO,SOLTERO/A,PEATON,2019-07-29,ATROPELLO,2019-07-29,EL CARMEN,MANABI,2019-08-26,2019,7
6219,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-12,CHOQUE,2019-08-12,YAGUACHI,GUAYAS,2019-08-26,2019,8
6220,MASCULINO,CASADO/A,PEATON,2019-03-16,CHOQUE,2019-03-16,QUITO,PICHINCHA,2019-08-26,2019,3
6221,MASCULINO,SOLTERO/A,PEATON,2019-07-10,ATROPELLO,2019-07-10,MACHACHI,PICHINCHA,2019-08-26,2019,7
6222,MASCULINO,SOLTERO/A,PEATON,2019-03-15,ATROPELLO,2019-03-05,GUAYAQUIL,GUAYAS,2019-08-23,2019,3
6224,MASCULINO,CASADO/A,OCUPANTE,2019-08-12,CHOQUE,2019-08-18,QUITO,PICHINCHA,2019-08-23,2019,8
6225,MASCULINO,CASADO/A,BICICLETA,2019-08-15,CHOQUE,2019-08-15,NARANJAL,GUAYAS,2019-08-23,2019,8
6226,MASCULINO,SOLTERO/A,OCUPANTE,2019-06-13,VOLCAMIENTO,2019-02-16,PEDERNALES,MANABI,2019-08-23,2019,2
6227,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-03,CHOQUE,2019-08-03,LA CONCORDIA,SANTO DOMINGO DE LOS TSACHILAS,2019-08-23,2019,8
6228,FEMENINO,CASADO/A,PEATON,2019-07-20,ATROPELLO,2019-07-18,OTAVALO,IMBABURA,2019-08-23,2019,7
6229,FEMENINO,SOLTERO/A,OCUPANTE,2019-01-08,CHOQUE,2019-01-08,IBARRA,IMBABURA,2019-08-23,2019,1
6230,MASCULINO,SOLTERO/A,PEATON,2019-08-04,ATROPELLO,2019-08-04,IBARRA,IMBABURA,2019-08-23,2019,8
6232,MASCULINO,SOLTERO/A,PEATON,2019-08-05,ATROPELLO,2019-08-05,COLTA,CHIMBORAZO,2019-08-23,2019,8
6233,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-16,CHOQUE,2019-08-16,TENA,NAPO,2019-08-23,2019,8
6234,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-16,CHOQUE,2019-08-16,TENA,NAPO,2019-08-23,2019,8
6235,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-12,CHOQUE,2019-08-12,VINCES,LOS RIOS,2019-08-22,2019,8
6236,MASCULINO,CASADO/A,PEATON,2019-06-27,ATROPELLO,2019-06-27,AMBATO,TUNGURAHUA,2019-08-22,2019,6
6237,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-04,CHOQUE,2019-08-03,HUAQUILLAS,EL ORO,2019-08-22,2019,8
6238,MASCULINO,CASADO/A,OCUPANTE,2019-05-30,CHOQUE,2019-05-27,PEDERNALES,MANABI,2019-08-22,2019,5
6239,MASCULINO,CASADO/A,PEATON,2019-07-03,ATROPELLO,2019-07-02,QUITO,PICHINCHA,2019-08-22,2019,7
6240,FEMENINO,SOLTERO/A,PEATON,2019-06-21,ATROPELLO,2019-06-20,RIOBAMBA,CHIMBORAZO,2019-08-22,2019,6
6241,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-04,CHOQUE,2019-08-04,RIOBAMBA,CHIMBORAZO,2019-08-22,2019,8
6242,MASCULINO,SOLTERO/A,PEATON,2019-08-04,ATROPELLO,2019-08-08,BALZAR,GUAYAS,2019-08-22,2019,8
6243,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-04,CHOQUE,2019-08-04,RIOBAMBA,CHIMBORAZO,2019-08-22,2019,8
6244,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-04,CHOQUE,2019-08-04,PORTOVIEJO,MANABI,2019-08-22,2019,8
6245,MASCULINO,SOLTERO/A,OCUPANTE,2019-06-04,CHOQUE,2019-06-04,QUITO,PICHINCHA,2019-08-22,2019,6
6246,FEMENINO,SOLTERO/A,PEATON,2019-06-22,ATROPELLO,2019-06-22,QUITO,PICHINCHA,2019-08-22,2019,6
6247,MASCULINO,SOLTERO/A,PEATON,2019-08-04,ATROPELLO,2019-08-03,QUITO,PICHINCHA,2019-08-22,2019,8
6248,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-22,CHOQUE,2019-07-20,MANTA,MANABI,2019-08-21,2019,7
6249,FEMENINO,SOLTERO/A,OCUPANTE,2019-07-20,CHOQUE,2019-07-20,MANTA,MANABI,2019-08-21,2019,7
6250,FEMENINO,SOLTERO/A,OCUPANTE,2019-03-05,,2019-03-05,QUEVEDO,LOS RIOS,2019-08-21,2019,3
6251,MASCULINO,CASADO/A,PEATON,2019-08-01,ATROPELLO,2019-08-01,GUAMOTE,CHIMBORAZO,2019-08-21,2019,8
6252,FEMENINO,DIVORCIADO/A,OCUPANTE,2019-08-11,CHOQUE,2019-08-11,LATACUNGA,COTOPAXI,2019-08-21,2019,8
6253,FEMENINO,SOLTERO/A,OCUPANTE,2019-08-11,CHOQUE,2019-08-11,LATACUNGA,COTOPAXI,2019-08-21,2019,8
6255,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-07-01,ATROPELLO,2019-01-25,QUITO,PICHINCHA,2019-08-21,2019,1
6256,MASCULINO,CASADO/A,PEATON,2019-06-15,DESCONOCIDO,2019-06-14,CUENCA,AZUAY,2019-08-21,2019,6
6257,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-22,CHOQUE,2019-07-22,MACHALA,EL ORO,2019-08-21,2019,7
6258,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-05-20,CHOQUE,2019-05-13,ESMERALDAS,ESMERALDAS,2019-08-21,2019,5
6259,MASCULINO,SOLTERO/A,PEATON,2019-07-13,ATROPELLO,2019-06-21,PUERTO FRANCISCO DE ORELLANA,ORELLANA,2019-08-20,2019,6
6260,MASCULINO,SOLTERO/A,BICICLETA,2019-07-29,ATROPELLO,2019-07-29,DAULE,GUAYAS,2019-08-20,2019,7
6261,MASCULINO,CASADO/A,OCUPANTE,2019-07-22,CHOQUE,2019-07-21,SANGOLQUI,PICHINCHA,2019-08-20,2019,7
6262,FEMENINO,SOLTERO/A,PEATON,2019-08-03,ATROPELLO,2019-08-03,QUITO,PICHINCHA,2019-08-20,2019,8
6263,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-31,VOLCAMIENTO,2019-07-31,AMBATO,TUNGURAHUA,2019-08-20,2019,7
6264,MASCULINO,SOLTERO/A,OCUPANTE,2019-01-11,CHOQUE,2019-01-06,GUANO,CHIMBORAZO,2019-08-20,2019,1
6265,FEMENINO,VIUDO/A,PEATON,2019-07-28,ATROPELLO,2019-07-28,LATACUNGA,COTOPAXI,2019-08-20,2019,7
6266,MASCULINO,CASADO/A,OCUPANTE,2019-07-21,CHOQUE,2019-07-21,PASAJE,EL ORO,2019-08-20,2019,7
6267,MASCULINO,VIUDO/A,OCUPANTE,2019-07-01,CHOQUE,2019-07-01,CHAMBO,CHIMBORAZO,2019-08-20,2019,7
6268,MASCULINO,SOLTERO/A,OCUPANTE,2019-06-30,CHOQUE,2019-06-30,CHUNCHI,CHIMBORAZO,2019-08-20,2019,6
6269,MASCULINO,CASADO/A,OCUPANTE,2019-07-12,CHOQUE,2019-07-12,MACHACHI,PICHINCHA,2019-08-20,2019,7
6270,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-17,VOLCAMIENTO,2019-05-17,QUITO,PICHINCHA,2019-08-20,2019,5
6271,FEMENINO,SOLTERO/A,PEATON,2019-07-08,ATROPELLO,2019-07-08,PUJILI,COTOPAXI,2019-08-20,2019,7
6272,MASCULINO,CASADO/A,PEATON,2019-07-20,ATROPELLO,2019-07-15,QUITO,PICHINCHA,2019-08-19,2019,7
6273,MASCULINO,SOLTERO/A,PEATON,2019-06-22,ATROPELLO,2019-06-22,AMBATO,TUNGURAHUA,2019-08-19,2019,6
6274,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-21,CHOQUE,2019-07-14,TULCAN,CARCHI,2019-08-19,2019,7
6275,MASCULINO,VIUDO/A,PEATON,2019-07-21,ATROPELLO,2019-07-21,AMALUZA,LOJA,2019-08-19,2019,7
6276,MASCULINO,SOLTERO/A,OCUPANTE,2019-06-11,CHOQUE,2019-06-09,BABA,LOS RIOS,2019-08-19,2019,6
6277,MASCULINO,VIUDO/A,OCUPANTE,2019-07-01,VOLCAMIENTO,2019-07-01,AMBATO,TUNGURAHUA,2019-08-19,2019,7
6279,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-05,CHOQUE,2019-08-04,GUAYAQUIL,GUAYAS,2019-08-19,2019,8
6281,MASCULINO,SOLTERO/A,OCUPANTE,2019-06-12,CHOQUE,2019-06-12,GUAYAQUIL,GUAYAS,2019-08-19,2019,6
6282,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-14,CHOQUE,2019-07-14,EL CARMEN,MANABI,2019-08-19,2019,7
6283,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-06,CHOQUE,2019-08-06,VENTANAS,LOS RIOS,2019-08-19,2019,8
6284,FEMENINO,SOLTERO/A,OCUPANTE,2019-06-29,CHOQUE,2019-06-29,PLAYAS,GUAYAS,2019-08-19,2019,6
6285,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-04,CHOQUE,2019-08-04,DAULE,GUAYAS,2019-08-19,2019,8
6286,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-15,CHOQUE,2019-07-15,EL EMPALME,GUAYAS,2019-08-19,2019,7
6287,FEMENINO,CASADO/A,PEATON,2019-07-22,ATROPELLO,2019-07-22,QUITO,PICHINCHA,2019-08-19,2019,7
6288,MASCULINO,DIVORCIADO/A,PEATON,2019-05-18,ATROPELLO,2019-05-18,GUAYAQUIL,GUAYAS,2019-08-19,2019,5
6289,MASCULINO,CASADO/A,PEATON,2019-07-28,ATROPELLO,2019-07-28,QUITO,PICHINCHA,2019-08-16,2019,7
6290,FEMENINO,SOLTERO/A,OCUPANTE,2019-07-16,CHOQUE,2019-07-15,QUITO,PICHINCHA,2019-08-16,2019,7
6291,MASCULINO,CASADO/A,OCUPANTE,2019-06-24,CHOQUE,2019-06-20,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-08-16,2019,6
6292,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-04,CHOQUE,2019-08-04,CUENCA,AZUAY,2019-08-16,2019,8
6293,FEMENINO,SOLTERO/A,PEATON,2019-06-21,ATROPELLO,2019-06-21,QUITO,PICHINCHA,2019-08-16,2019,6
6294,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-21,VOLCAMIENTO,2019-07-21,EL TRIUNFO,GUAYAS,2019-08-16,2019,7
6295,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-20,CHOQUE,2019-07-20,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-08-16,2019,7
6296,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-21,CHOQUE,2019-07-21,QUITO,PICHINCHA,2019-08-16,2019,7
6297,MASCULINO,SOLTERO/A,OCUPANTE,2019-06-28,CHOQUE,2019-06-26,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-08-16,2019,6
6298,MASCULINO,SOLTERO/A,OCUPANTE,2019-06-01,CHOQUE,2019-06-01,GUAYAQUIL,GUAYAS,2019-08-16,2019,6
6299,MASCULINO,SOLTERO/A,OCUPANTE,2019-06-21,,2019-06-21,GUAYAQUIL,GUAYAS,2019-08-16,2019,6
6300,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-27,VOLCAMIENTO,2019-07-27,QUITO,PICHINCHA,2019-08-16,2019,7
6301,FEMENINO,CASADO/A,PEATON,2019-06-13,ATROPELLO,2019-06-13,SALCEDO,COTOPAXI,2019-08-16,2019,6
6302,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-04,CHOQUE,2019-08-04,NARANJAL,GUAYAS,2019-08-15,2019,8
6303,MASCULINO,SOLTERO/A,PEATON,2019-07-19,ATROPELLO,2019-07-08,CAYAMBE,PICHINCHA,2019-08-15,2019,7
6304,MASCULINO,VIUDO/A,PEATON,2019-05-29,DESCONOCIDO,2019-05-29,PENIPE,CHIMBORAZO,2019-08-15,2019,5
6305,FEMENINO,DIVORCIADO/A,OCUPANTE,2019-05-28,CAIDA,2019-05-21,MACHALA,EL ORO,2019-08-15,2019,5
6306,MASCULINO,CASADO/A,PEATON,2019-08-02,ATROPELLO,2019-08-02,QUITO,PICHINCHA,2019-08-15,2019,8
6307,MASCULINO,CASADO/A,PEATON,2019-02-24,ATROPELLO,2019-01-24,CUENCA,AZUAY,2019-08-15,2019,1
6309,MASCULINO,CASADO/A,PEATON,2019-08-03,ATROPELLO,2019-08-02,RIOBAMBA,CHIMBORAZO,2019-08-15,2019,8
6310,MASCULINO,SOLTERO/A,OCUPANTE,2019-01-01,CHOQUE,2019-01-01,LATACUNGA,COTOPAXI,2019-08-15,2019,1
6311,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-27,VOLCAMIENTO,2019-07-27,QUITO,PICHINCHA,2019-08-15,2019,7
6312,MASCULINO,CASADO/A,OCUPANTE,2019-07-28,CHOQUE,2019-07-28,LATACUNGA,COTOPAXI,2019-08-15,2019,7
6313,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-24,CHOQUE,2019-07-24,GUAYAQUIL,GUAYAS,2019-08-15,2019,7
6314,FEMENINO,SOLTERO/A,OCUPANTE,2019-06-07,CHOQUE,2019-06-07,ESMERALDAS,ESMERALDAS,2019-08-15,2019,6
6315,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-06,CHOQUE,2019-07-06,LOJA,LOJA,2019-08-15,2019,7
6316,MASCULINO,CASADO/A,OCUPANTE,2019-06-28,VOLCAMIENTO,2019-06-30,EL CHACO,NAPO,2019-08-14,2019,6
6317,MASCULINO,CASADO/A,OCUPANTE,2019-07-22,CHOQUE,2019-07-22,QUITO,PICHINCHA,2019-08-14,2019,7
6318,MASCULINO,SOLTERO/A,PEATON,2019-05-20,ATROPELLO,2019-05-19,GUAYAQUIL,GUAYAS,2019-08-14,2019,5
6319,MASCULINO,CASADO/A,OCUPANTE,2019-05-13,CHOQUE,2019-05-13,QUITO,PICHINCHA,2019-08-13,2019,5
6320,FEMENINO,VIUDO/A,PEATON,2019-07-26,ATROPELLO,2019-07-26,AMBATO,TUNGURAHUA,2019-08-13,2019,7
6321,FEMENINO,SOLTERO/A,OCUPANTE,2019-07-03,CHOQUE,2019-07-03,EL GUABO,EL ORO,2019-08-13,2019,7
6322,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-02,CHOQUE,2019-05-02,NUEVA LOJA,SUCUMBIOS,2019-08-13,2019,5
6324,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-26,CHOQUE,2019-05-26,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-08-12,2019,5
6325,MASCULINO,SOLTERO/A,OCUPANTE,2019-06-08,CHOQUE,2019-06-08,CUENCA,AZUAY,2019-08-12,2019,6
6326,FEMENINO,SOLTERO/A,OCUPANTE,2019-04-27,VOLCAMIENTO,2019-04-27,TENA,NAPO,2019-08-12,2019,4
6327,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-03,CHOQUE,2019-07-03,NABON,AZUAY,2019-08-12,2019,7
6328,MASCULINO,SOLTERO/A,PEATON,2019-07-04,ATROPELLO,2019-07-04,MACHALA,EL ORO,2019-08-12,2019,7
6329,MASCULINO,CASADO/A,PEATON,2019-04-25,ATROPELLO,2019-04-15,PELILEO,TUNGURAHUA,2019-08-12,2019,4
6330,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-28,CHOQUE,2019-07-28,SANTA LUCIA,GUAYAS,2019-08-12,2019,7
6331,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-16,CHOQUE,2019-04-13,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-08-12,2019,4
6332,FEMENINO,SOLTERO/A,PEATON,2019-06-19,ATROPELLO,2019-06-19,LORETO,ORELLANA,2019-08-12,2019,6
6333,MASCULINO,CASADO/A,PEATON,2019-07-31,ATROPELLO,2019-07-31,OTAVALO,IMBABURA,2019-08-12,2019,7
6334,MASCULINO,DIVORCIADO/A,PEATON,2019-04-07,ATROPELLO,2019-04-07,IBARRA,IMBABURA,2019-08-12,2019,4
6335,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-03,VOLCAMIENTO,2019-07-03,NABON,AZUAY,2019-08-12,2019,7
6336,FEMENINO,CASADO/A,PEATON,2019-06-18,ATROPELLO,2019-06-19,LORETO,ORELLANA,2019-08-12,2019,6
6337,MASCULINO,SOLTERO/A,OCUPANTE,2019-06-17,VOLCAMIENTO,2019-06-17,SHUSHUFINDI,SUCUMBIOS,2019-08-12,2019,6
